date,scheduled_start,home_team,away_team,competition,stadium_name,type,half,minute,second,team,player,coord_1_x,coord_1_y,coord_1_z,receiver,coord_2_x,coord_2_y,coord_2_z
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,0,Barracas Central,Maximiliano Zalazar,-0.46,-0.85,-1.0,Rodrigo Herrera,-0.06,-0.52,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,4,Barracas Central,Rodrigo Herrera,-0.09,-0.49,-1.0,Rodrigo Insúa,-0.11,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,8,Barracas Central,Rodrigo Insúa,-0.1,0.8,-1.0,Gonzalo Goñi,0.51,0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,10,Barracas Central,Gonzalo Goñi,0.49,0.46,-1.0,Rodrigo Insúa,0.09,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,37,Barracas Central,Maximiliano Zalazar,-0.54,0.78,-1.0,Rodrigo Insúa,-0.23,0.91,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,45,Barracas Central,Rodrigo Insúa,-0.16,0.89,-1.0,Gonzalo Goñi,0.42,0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,48,Barracas Central,Gonzalo Goñi,0.41,0.51,-1.0,Siro Rosané,-0.03,0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,51,Barracas Central,Siro Rosané,0.03,0.24,-1.0,Gonzalo Goñi,0.17,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,54,Barracas Central,Gonzalo Goñi,0.13,0.76,-1.0,Rodrigo Insúa,-0.12,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,37,57,Barracas Central,Rodrigo Insúa,-0.23,0.88,-1.0,Alan Cantero,-0.4,0.39,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,5,Barracas Central,Rodrigo Insúa,0.03,0.85,-1.0,Lucas Brochero,-0.12,0.44,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,10,Barracas Central,Lucas Brochero,-0.13,0.44,-1.0,Gonzalo Goñi,0.38,0.64,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,35,Barracas Central,Rodrigo Insúa,0.52,0.81,-1.0,Siro Rosané,0.39,0.49,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,39,Barracas Central,Siro Rosané,0.41,0.48,-1.0,Alexis Domínguez,-0.34,0.67,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,40,Dep. Riestra,Milton Céliz,0.26,0.39,-1.0,Walter Acuña,0.36,0.59,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,46,Dep. Riestra,Walter Acuña,0.31,0.37,-1.0,Nicolás Benegas,0.6,0.07,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,38,58,Barracas Central,Siro Rosané,0.42,0.46,-1.0,Alan Cantero,-0.07,-0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,39,2,Barracas Central,Alan Cantero,-0.02,-0.19,-1.0,Nicolás Capraro,0.44,-0.41,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,39,2,Dep. Riestra,Alan Barrionuevo,0.3,-0.73,-1.0,Guillermo Pereira,0.34,-0.73,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,39,5,Barracas Central,Nicolás Capraro,0.53,-0.44,-1.0,Facundo Mater,0.18,-0.73,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,40,Barracas Central,Facundo Mater,0.45,-0.9,-1.0,Nicolás Capraro,0.67,-0.52,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,44,Barracas Central,Nicolás Capraro,0.65,-0.44,-1.0,Gonzalo Goñi,0.69,0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,46,Barracas Central,Gonzalo Goñi,0.67,0.55,-1.0,Rodrigo Insúa,0.33,0.87,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,49,Barracas Central,Rodrigo Insúa,0.38,0.85,-1.0,Gonzalo Goñi,0.67,0.5,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,52,Barracas Central,Gonzalo Goñi,0.69,0.49,-1.0,Siro Rosané,0.41,0.15,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,54,Barracas Central,Siro Rosané,0.37,0.1,-1.0,Nicolás Capraro,0.57,-0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,41,57,Barracas Central,Nicolás Capraro,0.59,-0.52,-1.0,Facundo Mater,0.37,-0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,1,Dep. Riestra,Milton Céliz,0.15,-0.49,-1.0,Walter Acuña,0.38,-0.33,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,4,Dep. Riestra,Walter Acuña,0.38,-0.3,-1.0,Milton Céliz,0.4,-0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,19,Barracas Central,Sebastián Moyano,0.8,0.19,-1.0,Nicolás Capraro,0.7,-0.16,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,23,Barracas Central,Nicolás Capraro,0.67,-0.14,-1.0,Gonzalo Goñi,0.57,0.6,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,26,Barracas Central,Gonzalo Goñi,0.56,0.6,-1.0,Rodrigo Insúa,0.24,0.87,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,29,Barracas Central,Rodrigo Insúa,0.21,0.89,-1.0,Siro Rosané,0.3,0.41,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,32,Barracas Central,Siro Rosané,0.25,0.44,-1.0,Rodrigo Herrera,0.49,-0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,35,Barracas Central,Rodrigo Herrera,0.49,-0.15,-1.0,Nicolás Capraro,0.52,-0.57,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,40,Barracas Central,Nicolás Capraro,0.45,-0.47,-1.0,Alan Cantero,0.14,-0.02,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,43,Barracas Central,Alan Cantero,0.17,-0.08,-1.0,Gonzalo Goñi,0.51,0.54,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,49,Barracas Central,Gonzalo Goñi,0.49,0.55,-1.0,Rodrigo Insúa,0.12,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,42,52,Barracas Central,Rodrigo Insúa,0.03,0.8,-1.0,Maximiliano Zalazar,-0.49,0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,43,2,Barracas Central,Maximiliano Zalazar,-0.47,0.46,-1.0,Alan Cantero,-0.59,0.66,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,43,6,Barracas Central,Alan Cantero,-0.48,0.55,-1.0,Rodrigo Insúa,-0.43,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,43,29,Barracas Central,Lucas Brochero,-0.89,-0.91,-1.0,Alan Cantero,-0.51,-0.09,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,44,28,Dep. Riestra,Guillermo Pereira,0.09,-0.7,-1.0,Alan Barrionuevo,0.1,-0.63,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,44,53,Barracas Central,Facundo Mater,0.34,-0.88,-1.0,Nicolás Capraro,0.56,-0.39,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,44,56,Barracas Central,Nicolás Capraro,0.58,-0.33,-1.0,Gonzalo Goñi,0.56,0.33,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,1,Barracas Central,Gonzalo Goñi,0.6,0.36,-1.0,Rodrigo Insúa,0.38,0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,5,Barracas Central,Rodrigo Insúa,0.37,0.79,-1.0,Siro Rosané,-0.57,0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,22,Barracas Central,Rodrigo Insúa,-0.39,0.98,-1.0,Siro Rosané,-0.35,0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,27,Barracas Central,Siro Rosané,-0.33,0.64,-1.0,Alan Cantero,-0.28,0.51,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,34,Barracas Central,Nicolás Capraro,0.58,-0.32,-1.0,Sebastián Moyano,0.8,0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,38,Barracas Central,Sebastián Moyano,0.76,0.26,-1.0,Gonzalo Goñi,0.51,0.62,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,45,42,Barracas Central,Gonzalo Goñi,0.43,0.72,-1.0,Rodrigo Insúa,0.22,0.91,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,8,Barracas Central,Rodrigo Insúa,0.32,0.98,-1.0,Siro Rosané,0.18,0.6,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,13,Barracas Central,Siro Rosané,0.19,0.53,-1.0,Nicolás Capraro,0.6,0.08,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,16,Barracas Central,Nicolás Capraro,0.63,-0.05,-1.0,Rodrigo Herrera,0.44,-0.72,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,22,Barracas Central,Rodrigo Herrera,0.31,-0.36,-1.0,Rodrigo Insúa,-0.13,0.62,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,29,Dep. Riestra,William Machado,-0.28,0.15,-1.0,Guillermo Pereira,-0.25,-0.64,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,1,46,52,Barracas Central,Facundo Mater,0.66,-0.42,-1.0,Nicolás Capraro,0.66,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,5,Dep. Riestra,Jonathan Herrera,-0.03,0.0,-1.0,Nicolás Caro Torres,0.34,-0.23,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,7,Dep. Riestra,Nicolás Caro Torres,0.3,0.01,-1.0,Nahuel Iribarren,0.3,0.15,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,8,Dep. Riestra,Nahuel Iribarren,0.25,0.3,-1.0,Alan Barrionuevo,0.14,0.5,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,11,Dep. Riestra,Alan Barrionuevo,0.1,0.55,-1.0,Gustavo Fernández,-0.34,0.01,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,12,Dep. Riestra,Gustavo Fernández,-0.33,-0.06,-1.0,Walter Acuña,-0.28,-0.21,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,16,Dep. Riestra,Walter Acuña,-0.39,-0.15,-1.0,Guillermo Pereira,-0.45,0.69,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,17,Dep. Riestra,Guillermo Pereira,-0.42,0.59,-1.0,Alan Barrionuevo,-0.29,0.54,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,35,Barracas Central,Sebastián Moyano,-0.82,0.13,-1.0,Rodrigo Insúa,-0.62,-0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,45,Dep. Riestra,Walter Acuña,-0.36,-0.24,-1.0,Milton Céliz,-0.36,0.17,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,45,56,Barracas Central,Rodrigo Insúa,-0.54,-0.57,-1.0,Alexis Domínguez,0.03,-0.3,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,46,12,Barracas Central,Rodrigo Insúa,-0.44,-0.88,-1.0,Maximiliano Zalazar,0.25,-0.86,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,46,14,Dep. Riestra,Nahuel Iribarren,0.41,-0.77,-1.0,Jonatan Goitía,0.22,-0.8,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,46,17,Barracas Central,Maximiliano Zalazar,0.24,-0.84,-1.0,Alexis Domínguez,0.4,-0.49,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,46,23,Dep. Riestra,Nahuel Iribarren,0.43,-0.36,-1.0,Walter Acuña,-0.2,-0.75,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,46,51,Dep. Riestra,Gustavo Fernández,-0.39,-0.5,-1.0,Jonathan Herrera,-0.61,-0.37,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,26,Barracas Central,Alexis Domínguez,0.45,-0.6,-1.0,Alan Cantero,0.22,-0.61,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,27,Dep. Riestra,Milton Céliz,-0.06,-0.58,-1.0,Gustavo Fernández,-0.27,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,35,Barracas Central,Siro Rosané,-0.33,-0.38,-1.0,Rodrigo Insúa,-0.15,-0.82,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,39,Barracas Central,Rodrigo Insúa,-0.15,-0.83,-1.0,Alexis Domínguez,0.31,-0.46,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,42,Barracas Central,Alexis Domínguez,0.3,-0.52,-1.0,Maximiliano Zalazar,0.71,-0.58,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,47,55,Barracas Central,Maximiliano Zalazar,0.73,-0.62,-1.0,Alan Cantero,0.84,0.41,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,48,52,Dep. Riestra,Jonathan Herrera,0.04,-0.02,-1.0,Gustavo Fernández,-0.02,0.03,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,48,57,Dep. Riestra,Gustavo Fernández,-0.13,0.1,-1.0,Milton Céliz,-0.12,0.13,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,5,Dep. Riestra,Nahuel Iribarren,0.71,0.7,-1.0,Ignacio Arce,0.84,0.3,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,8,Dep. Riestra,Ignacio Arce,0.79,0.26,-1.0,William Machado,0.45,0.17,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,11,Dep. Riestra,William Machado,0.57,0.31,-1.0,Alan Barrionuevo,0.68,0.5,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,15,Dep. Riestra,Alan Barrionuevo,0.57,0.52,-1.0,Jonathan Herrera,-0.06,0.06,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,17,Dep. Riestra,Jonathan Herrera,-0.04,-0.01,-1.0,Walter Acuña,-0.01,-0.08,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,29,Barracas Central,Sebastián Moyano,-0.74,-0.03,-1.0,Rodrigo Insúa,-0.44,-0.76,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,51,Barracas Central,Rodrigo Insúa,-0.35,-0.8,-1.0,Facundo Mater,-0.49,0.83,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,49,56,Barracas Central,Facundo Mater,-0.38,0.79,-1.0,Alexis Domínguez,0.39,0.49,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,50,0,Barracas Central,Alexis Domínguez,0.39,0.42,-1.0,Lucas Brochero,0.19,0.93,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,50,4,Barracas Central,Lucas Brochero,0.06,0.87,-1.0,Facundo Mater,-0.45,0.81,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,50,13,Barracas Central,Facundo Mater,0.03,0.83,-1.0,Alan Cantero,0.38,0.45,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,50,17,Barracas Central,Alan Cantero,0.38,0.47,-1.0,Siro Rosané,0.4,0.06,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,51,31,Barracas Central,Rodrigo Insúa,0.67,-0.92,-1.0,Alexis Domínguez,0.75,-0.57,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,51,35,Barracas Central,Alexis Domínguez,0.73,-0.56,-1.0,Rodrigo Insúa,0.74,-0.89,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,52,6,Barracas Central,Alan Cantero,0.98,-0.95,-1.0,Maximiliano Zalazar,0.54,-0.63,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,52,39,Barracas Central,Rodrigo Herrera,-0.35,-0.29,-1.0,Rodrigo Insúa,-0.42,-0.73,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,53,4,Dep. Riestra,Alan Barrionuevo,0.3,0.01,-1.0,Gustavo Fernández,-0.23,-0.4,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,53,4,Barracas Central,Rodrigo Herrera,0.12,-0.19,-1.0,Maximiliano Zalazar,0.32,0.31,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,54,27,Dep. Riestra,Nicolás Caro Torres,0.39,-0.5,-1.0,Walter Acuña,-0.2,-0.43,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,56,46,Dep. Riestra,Walter Acuña,-0.53,-0.35,-1.0,Guillermo Pereira,-0.49,-0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,57,32,Barracas Central,Lucas Brochero,0.09,0.27,-1.0,Maximiliano Zalazar,0.7,-0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,57,56,Barracas Central,Rodrigo Insúa,0.66,-0.95,-1.0,Alexis Domínguez,0.84,-0.57,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,58,16,Barracas Central,Rodrigo Insúa,0.63,-0.94,-1.0,Alexis Domínguez,0.8,-0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,58,22,Barracas Central,Alexis Domínguez,0.79,-0.82,-1.0,Rodrigo Insúa,0.49,-0.88,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,58,39,Barracas Central,Rodrigo Insúa,0.38,-0.85,-1.0,Alan Cantero,0.35,-0.42,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,58,57,Dep. Riestra,Alan Barrionuevo,-0.13,-0.17,-1.0,Jonatan Goitía,-0.11,-0.7,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,59,1,Dep. Riestra,Jonatan Goitía,-0.07,-0.71,-1.0,William Machado,-0.08,0.43,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,59,4,Dep. Riestra,William Machado,-0.14,0.33,-1.0,Nicolás Caro Torres,0.1,0.19,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,60,42,Dep. Riestra,Ignacio Arce,0.43,0.28,-1.0,Gustavo Fernández,-0.51,-0.36,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,60,50,Barracas Central,Siro Rosané,-0.37,0.17,-1.0,Facundo Mater,-0.49,0.78,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,2,Barracas Central,Facundo Mater,-0.4,0.81,-1.0,Alexis Domínguez,0.49,0.85,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,5,Barracas Central,Alexis Domínguez,0.46,0.81,-1.0,Rodrigo Herrera,0.19,0.48,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,13,Barracas Central,Nicolás Capraro,-0.4,0.1,-1.0,Sebastián Moyano,-0.75,0.1,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,27,Barracas Central,Maximiliano Zalazar,0.24,-0.69,-1.0,Alexis Domínguez,0.46,-0.68,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,32,Barracas Central,Carlos Arce,0.16,-0.63,-1.0,Maximiliano Zalazar,0.83,-0.72,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,40,Barracas Central,Maximiliano Zalazar,0.74,-0.74,-1.0,Rodrigo Insúa,0.28,-0.77,-1.0
04-02-2024,17:00,Dep. Riestra,Barracas Central,Argentina - Copa LPF 2024,Guillermo Laza,completed_pass,2,61,47,Barracas Central,Rodrigo Insúa,0.35,-0.76,-1.0,Alexis Domínguez,0.76,0.1,-1.0
